"Animal #","Row","Column","Arc Length","Poly2_RSS","Poly3_RSS","Poly23_RSS","Poly234_RSS","Poly2345_RSS","Frac_beta_whisker","Frac_coef","Frac_RSS","Elliptical_RSS","Cesaro_A","Cesaro_B","Cesaro_RSS",,
6,1,3,46.387,214.75,21.182,20.867,6.594,4.8159,3.0766,4.31E-05,20.857,164.53,0.00046454,0.0012254,59.598,,
6,1,4,21.401,9.8436,0.9017,0.77882,0.052275,0.024275,3.1213,0.0001376,0.8274,4.0641,0.0015622,-0.00027351,1.2093,,
6,2,1,42.363,47.747,204.99,26.937,0.86276,0.17436,1.7062,3.84E-05,37.168,66.397,-0.00031075,0.010413,26.985,,
6,2,3,48.101,89.38,25.454,27.563,4.9226,4.5426,2.8439,1.88E-05,23.673,52.959,0.00023447,0.0010645,31.31,,
6,2,4,19.59,1.3829,0.17151,0.18546,0.038956,0.026025,2.9707,6.65E-05,0.17054,0.57673,0.00081043,-0.00019532,0.24663,,
6,3,1,59.713,891.51,88.515,10.694,7.9043,1.1961,3.6072,3.21E-05,17.102,464.33,0.00036938,0.00072055,114.67,,
6,3,2,66.427,580.01,84.672,52.859,35.123,103.6,3.3182,1.20E-05,64.516,607.76,0.00021482,-0.00018413,100.15,,
6,3,3,52.201,367.43,50.255,13.433,2.4859,2.6167,4.1396,2.48E-05,3.2178,66.08,0.00047445,-0.00207,5.8793,,
6,3,4,37.627,154.97,27.614,3.3356,3.4011,2.504,3.9453,7.40E-05,4.6216,57.657,0.00087518,-0.0024183,7.7846,,
6,3,5,26.555,65.87,25.652,1.6913,0.79539,0.44659,4.929,7.51E-05,7.0949,34.053,0.002253,-0.011511,3.8341,,
6,3,6,16.299,6.9696,0.021978,0.011862,0.0064025,0.006523,3.1262,0.0005398,0.0061855,3.8213,0.003523,0.0043329,0.21421,,
6,4,1,21.503,0.28352,0.052585,0.039537,0.0089113,0.0074411,3.8994,1.99E-05,0.016643,0.04469,0.0002963,-0.00040034,0.074228,,
6,4,2,51.833,248.17,16.859,6.2851,3.9294,1.2422,3.3013,2.30E-05,8.4462,276.4,0.00034389,5.89E-05,18.625,,
6,4,3,31.299,1.4505,5.5629,1.0838,0.097338,0.05125,1.5147,1.78E-05,1.0028,1.7884,-0.0001024,0.0034719,1.2548,,
6,4,4,35.038,51.124,4.5932,0.77879,1.1685,6.198,3.7818,3.98E-05,0.46646,9.1274,0.000652,-0.0010102,0.63364,,
6,5,3,14.895,3.1175,2.4101,0.067571,0.039499,0.0022819,10.844,5.11E-05,1.0585,2.7687,0.0034436,-0.012632,0.10225,,
7,1,2,54.623,55.98,2.0208,2.012,1.7704,51.607,3.1254,1.38E-05,1.7364,13.132,0.00030911,-0.0016374,7.6814,,
7,1,3,33.768,126.31,20.198,3.3133,1.6451,1.159,3.9642,7.59E-05,1.6498,28.153,0.0011691,-0.0026333,0.55561,,
7,2,1,62.92,350.3,15.772,2.0656,0.89887,0.70534,3.4336,1.12E-05,1.1284,122.22,0.00022017,-0.00023054,1.1546,,
7,2,2,48.563,167.14,3.2062,3.8552,1.3439,34.433,3.1187,2.56E-05,1.8265,47.887,0.00047972,-0.0020777,14.076,,
7,2,3,40.107,8.5037,83927,0.54515,0.44306,9.7794,3.1432,2.71E-05,0.50724,2.1567,0.00040285,-0.0026965,1.3871,,
7,2,4,22.139,68.034,21.01,0.68244,0.097674,0.049213,5.0779,0.00023949,0.98437,24.172,0.0038823,-0.010252,1.8277,,
7,3,1,33.491,5.491,2.2534,1.7914,0.20362,0.029656,2.5947,2.13E-05,1.526,3.271,0.00020955,0.001235,2.0416,,
7,3,2,54.835,26.723,9.3037,2.1185,0.99073,0.54873,2.4538,1.41E-05,1.5191,4.8735,0.00014001,0.0016792,5.5413,,
7,3,3,53.331,160.9,47.317,3.5472,4.2938,55.274,3.2812,1.51E-05,4.2108,47.123,0.00025837,0.00016845,6.4237,,
7,3,4,31.935,55.088,1.7095,1.0907,0.9735,0.99884,3.252,0.0001256,1.0418,8.2528,0.0012591,-0.00020761,7.6337,,
7,3,5,21.861,13.651,4.788,4.9847,0.50809,0.34558,3.0406,0.00014236,4.7349,8.8013,0.0015868,-0.00079053,6.1292,,
7,3,6,12.156,7.5381,1.0858,0.33409,0.018383,0.012805,3.6654,0.0022634,0.073924,1.0288,0.0089893,0.012196,0.3748,,
7,4,1,70.744,57.207,113.2,35.333,7.2609,20.481,2.2853,7.50E-06,22.767,37.99,5.18E-05,0.0017851,44.927,,
7,4,2,68.169,636.75,48.536,6.7208,4.0451,2.0202,3.4297,1.16E-05,12.227,283.27,0.00022325,-0.00054653,31.355,,
7,4,3,50.781,168.82,1.3982,1.2303,1.1159,0.61187,2.9063,2.79E-05,1.0174,81.966,0.00029471,0.0019095,5.7247,,
7,5,3,22.571,9.4619,1.6938,0.83303,0.90423,0.13657,2.6917,0.0003743,0.82086,0.22505,0.0010589,0.01408,1.245,,
7,1,1,58.287,253.6,2.23E+05,1.9847,2.4445,22.209,3.353,1.42E-05,1.5889,128.92,0.00023532,0.00039013,1.0187,,
7,1,2,38.513,28.503,0.70573,0.67714,0.3302,0.184,3.1363,3.11E-05,0.52432,1.8667,0.0004117,0.00051078,0.26916,,
7,1,3,53.916,94.909,61.04,43.009,3.9333,39.855,2.4697,1.98E-05,34.153,62.398,0.00011839,0.0035738,53.748,,
7,1,4,26.186,25.809,2.0767,0.22976,0.21433,0.14999,3.4454,9.75E-05,0.28339,8.751,0.0014272,-0.0028398,0.6614,,
7,2,1,72.197,1502.9,174.81,45.435,23.302,121.97,4.0422,2.18E-05,22.418,675.37,0.00029748,-0.00098497,28.31,,
7,2,2,64.41,79.41,15.065,9.1495,2.4773,1.7284,2.5524,1.53E-05,4.419,20.77,0.00014701,0.0018146,26.129,,
7,2,3,58.046,148.42,2.29E+05,62.582,11.472,6.9786,1.5018,8.39E-06,105.9,182.75,-0.00017037,0.0054798,65.317,,
7,2,4,35.59,1.0406,0.73497,0.27829,0.26913,0.30372,2.5102,2.41E-05,0.19858,0.38423,0.00035903,-0.0001407,1.2663,,
7,2,5,21.05,61.178,19.37,4.0547,0.86853,0.26243,5.3748,0.00030019,0.53154,19.195,0.0042782,-0.0095383,0.16967,,
7,3,1,75.309,850.34,44.455,13.216,41.173,61.195,3.4195,9.82E-06,12.551,267.45,0.00017291,0.00020984,13.845,,
7,3,2,57.384,16.309,17.062,1.2394,0.35437,0.1062,2.3549,8.73E-06,0.56451,3.6368,5.90E-05,0.0018167,1.5848,,
7,3,3,52.089,160.2,1.81E+05,4.4118,1.3425,47.56,4.1672,1.96E-05,0.57342,11.221,0.00044613,-0.0028554,1.1316,,
7,3,5,20.043,44.584,19.087,0.40927,0.35031,0.053455,5.3033,0.00018889,3.2713,26.723,0.0046978,-0.016723,1.1945,,
7,4,1,63.982,460.49,2.37E+05,0.8873,9.7222,38,3.4048,1.36E-05,0.57689,230.76,0.00022735,0.00025716,4.3594,,
7,4,2,51.772,192.76,27.551,7.1977,0.16292,0.12634,4.7307,1.58E-05,0.57764,33.764,0.00040303,-0.0028743,3.0772,,
7,4,3,36.962,43.049,0.66361,0.77344,0.58581,0.20656,2.9775,4.22E-05,0.64734,8.6829,0.00050629,0.00062486,1.3756,,
7,4,4,20.161,17.703,2.2063,0.65396,0.16968,0.11364,3.447,0.00024585,0.97768,6.4594,0.0025953,-0.0012787,1.6487,,
7,5,1,20.011,6.8858,0.21353,0.16312,0.093526,0.075511,3.2089,0.00019738,0.12078,1.1085,0.0018812,0.00097041,0.09384,,
7,5,2,18.819,0.844,3.2788,0.76337,0.024319,0.023956,2.148,0.00031223,0.35999,0.55192,0.00075035,0.011842,1.2856,,
7,5,3,19.396,45.56,15.073,6.6984,2.5637,1.4653,5.5861,0.00086575,2.3629,45.902,0.0066174,-0.0078872,0.81484,,
